5,Positive
3,Neutral
5,Positive
0,Negative
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
4,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
3,Neutral
5,Positive
0,Negative
4,Positive
3,Neutral
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
0,Negative
5,Positive
3,Neutral
1,Negative
0,Negative
5,Positive
3,Neutral
3,Neutral
0,Negative
0,Negative
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
3,Neutral
5,Positive
0,Negative
3,Neutral
0,Negative
0,Negative
0,Negative
3,Neutral
5,Positive
0,Negative
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
0,Negative
0,Negative
4,Positive
0,Negative
0,Negative
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
3,Neutral
0,Negative
5,Positive
3,Neutral
5,Positive
3,Neutral
0,Negative
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
4,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
3,Neutral
5,Positive
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
0,Negative
3,Neutral
0,Negative
0,Negative
0,Negative
3,Neutral
3,Neutral
3,Neutral
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
0,Negative
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
0,Negative
3,Neutral
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
3,Neutral
3,Neutral
3,Neutral
0,Negative
3,Neutral
0,Negative
3,Neutral
0,Negative
0,Negative
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
0,Negative
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
0,Negative
3,Neutral
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
0,Negative
5,Positive
3,Neutral
3,Neutral
0,Negative
